id,is_misinfo
1344531579465576451,1
1344530658346102784,1
1344530623038431233,1
1344527062690713601,0
1344524920491966465,1
1344521919417245698,1
1344521322609614848,0
1344520072111468546,1
1344519682796130304,1
1344518857441087488,0
1344515648261660672,0
1344507680489017345,1
1344504981873782786,0
1344504070841708545,0
1344504064583888896,0
1344503702166581249,0
1344503300008202240,0
1344500667134611457,0
1344500033136201729,1
1344499197857460225,0
1344498416592842754,0
1344496116814008320,1
1344494125094060033,0
1344492792316268544,0
1344490783244754944,0
1344487644248506371,0
1344487500270555137,0
1344486480450707462,0
1344485092622696448,0
1344484103907811328,0
1344482857964634115,0
1344480535540682754,1
1344480075534671872,0
1344479743194791941,0
1344478316066078720,0
1344478271581290496,0
1344477622395232258,0
1344476928758013952,0
1344475310725632002,0
1344472812728197121,1
1344472368941420545,0
1344468706970148864,0
1344468308825763841,0
1344468200189087744,0
1344466857730818050,0
1344466759127076864,0
1344466754265706497,0
1344466233383677952,0
1344465257511624706,1
1344463288952909827,0
1344462840984461314,0
1344462814736306177,1
1344461986835398657,0
1344457725900685318,0
1344454701081788417,0
1344450000638660616,0
1344449198322814977,0
1344448894101565442,0
1344446284439031808,1
1344445783257583617,0
1344445242389520384,0
1344444768416387079,0
1344444625810022411,0
1344444464396464128,0
1344440455765893123,0
1344436658096189442,0
1344435703179079680,0
1344435127447859200,0
1344434538794070021,0
1344434047041347586,0
1344433075770564608,0
1344432831913668612,1
1344432724132687875,0
1344432422587392002,0
1344432037898276864,0
1344431863767691268,0
1344431248261963776,1
1344430286315139074,1
1344429737712771075,0
1344429325802733568,0
1344429164279914496,0
1344428234734247943,0
1344426173338685440,0
1344425252055638016,0
1344424137280942084,1
1344423497016213506,0
1344420840843128832,1
1344420665500327939,0
1344418409681973252,1
1344418138771881986,0
1344417754376331264,0
1344415648286433283,0
1344415277728100360,1
1344414222839549952,0
1344413936599314437,0
1344412367527047180,0
1344412224958439425,1
1344411492322402306,0
1344409834955837440,0
1344408339187458048,0
1344405625342730240,0
1344405098949177344,0
1344404566792658944,0
1344404166756753408,1
1344403543361527818,1
1344400077943681050,0
1344399709469872137,0
1344399565592666117,0
1344398045094539268,0
1344397231051464717,0
1344397229625401348,0
1344392977846824960,0
1344392759709368320,1
1344392631934214144,1
1344390987137904648,0
1344389753651802119,0
1344389560038531074,0
1344388261842624512,1
1344386839076089858,1
1344386836987322368,1
1344386747988201472,0
1344383909820309504,0
1344383682484715520,0
1344383526792261636,0
1344383132326371328,1
1344380979566309377,0
1344379809284190210,0
1344379305221001216,0
1344379115990822914,0
1344378715833294850,0
1344378088789073920,1
1344377363908472832,1
1344377257746427919,0
1344377257406640134,0
1344370203849752576,0
1344369296017936387,1
1344369294935695360,0
1344368481014325252,0
1344367991719399424,0
1344366838877192197,1
1344366253981507584,0
1344365533232308235,1
1344365268458295298,1
1344365136052539392,1
1344364467170078720,1
1344363843384987649,1
1344363808677048322,0
1344361838000168962,0
1344360131010686983,0
1344359543615213570,0
1344359389235470336,0
1344359032706854915,0
1344358391888687105,0
1344356843515207680,0
1344356646827528192,0
1344356553437155329,1
1344356154718097409,0
1344355946735284224,0
1344355197309624332,0
1344354766734807040,1
1344354611461828608,0
1344353805954068482,0
1344353399865823233,0
1344353397835706370,0
1344353396522827776,0
1344351678678458368,0
1344349844266123265,0
1344349608101732353,0
1344349495656546305,0
1344348596309786625,0
1344348231262679043,0
1344347715690520579,0
1344346908773539840,1
1344346340671807494,0
1344345356222353408,0
1344345124159934465,0
1344344023046111233,0
1344343398153670658,0
1344343125469368320,1
1344342906514018304,0
1344342490472722433,1
1344341888820785153,1
1344341795883409414,1
1344341669244792833,1
1344341146726760450,0
1344338953256591360,0
1344338700344426506,0
1344338258507939841,0
1344337935546654720,0
1344337694906843144,1
1344336290456752129,1
1344335929050341378,1
1344335865812807681,0
1344335700297179137,0
1344334691122483203,1
1344334016598695936,0
1344333425109561346,0
1344332846584967169,0
1344332732911005696,0
1344332631807295488,0
1344331718648619013,1
1344330563499536386,1
1344330479164477440,0
1344330184401555456,0
1344330171172573186,1
1344329280931594240,0
1344327991116107776,0
1344327847884828672,0
1344327696344465409,0
1344326879252197377,0
1344324263914967041,0
1344323006718480384,1
1344322658155040776,0
1344322085909192704,1
1344321469266817027,1
1344321243349094409,0
1344317725733216257,0
1344317565749710849,0
1344317329828671488,1
1344317232797519873,0
1344316590947500033,0
1344315381771595778,0
1344314642936557568,0
1344314456340197376,0
1344313403242852353,1
1344313200133742592,0
1344312536984907776,0
1344312254817308683,0
1344311498483458048,0
1344310605407268865,0
1344309076881235968,0
1344309074347913216,0
1344307899871371265,0
1344307475844014081,0
1344306848334307328,0
1344305948840652801,1
1344304376882589699,0
1344302850181111809,0
1344302844170674176,1
1344301299886653445,0
1344300175871897601,0
1344299996343136258,0
1344299697381511171,0
1344299311950131203,1
1344298525274718211,0
1344298446430347264,1
1344298418265534464,0
1344297271668731907,0
1344297058652610563,1
1344295369233084417,0
1344294244022939649,0
1344293739699855361,0
1344293522351001604,0
1344293404625264641,0
1344293318616879104,1
1344293096532676609,0
1344293008234209282,0
1344291849423396865,0
1344290421225246722,0
1344289639956434945,0
1344289345197518848,0
1344289312926527488,0
1344288464561442816,0
1344287938859986945,1
1344286072906330113,0
1344284978532777984,0
1344284392672387073,0
1344283174017372160,0
1344281833098399744,0
1344280911391686658,0
1344279686365536256,1
1344279515934191616,0
1344279486573862913,1
1344277717483720705,1
1344276902710812672,1
1344275671615483904,1
1344273950017286149,1
1344271098729390081,1
1344269199615684608,0
1344268966630486023,0
1344267726022455297,0
1344265874191089664,0
1344264597629448194,0
1344264486656598016,0
1344256771033079811,0
1344254470528626690,1
1344254225845526530,0
1344252450547650560,0
1344251454140383232,1
1344249929913556993,1
1344249105535684609,0
1344248232310878211,0
1344246579641933824,1
1344241733404602368,0
1344240397212643328,0
1344240252790202368,1
1344237410926919687,1
1344237328584290306,0
1344237151395962880,0
1344236437026332678,1
1344234943203966978,0
1344234846944702464,0
1344234207816638464,0
1344233615073406977,1
1344233370121883649,0
1344231080824610816,0
1344229375034667009,0
1344226657314492417,0
1344223565575577601,0
1344222317015130114,0
1344222108713324544,1
1344218448403030016,0
1344217747522281472,1
1344214970880450564,0
1344213238737756160,1
1344207072594960384,1
1344205242980823041,0
1344203098453995520,1
1344202966094458881,1
1344202704558571523,1
1344202639911710726,1
1344202236553875456,1
1344198896420069377,0
1344198740731695105,0
1344198557012815874,1
1344198203940466688,0
1344197814293848064,0
1344195567631564805,1
1344195042689179648,0
1344193924362100736,1
1344189468668952576,0
1344189047850344450,0
1344189004644634624,1
1344188781981786112,0
1344187635636588544,0
1344187137311330304,0
1344183210134147072,0
1344181769101164544,1
1344177472636661761,0
1344169492813758464,0
1344167650293899264,1
1344164465487429632,1
1344157314769629184,1
1344151455087865856,1
1344144331184201728,0
1344138038272671744,0
1344131638133927936,1
1344129943203024896,0
1344129397889110018,1
1344127134583959552,1
1344126070166073344,0
1344125660021874689,0
1344124738772246528,0
1344124238312124417,0
1344123569727438849,1
1344123526480093184,0
1344123130059640833,1
1344120150367358977,0
1344120091420422146,0
1344118849608835073,0
1344117652877242369,0
1344117418210291718,0
1344116967624552455,0
1344116634391248897,0
1344115000584105984,0
1344114463109222402,0
1344113218948452353,1
1344110350069882880,0
1344109662115913732,1
1344108482832855041,0
1344106384082698242,1
1344104678150193152,0
1344104459329282048,0
1344104291947212803,0
1344103795672940545,0
1344103637908410371,0
1344102834673831937,0
1344102570315444225,0
1344100695230668801,1
1344098065951514624,0
1344098065150595076,0
1344097739601133568,0
1344097011956473856,1
1344096346374955008,0
1344096157031686149,0
1344094110270033928,0
1344093017825832963,0
1344092667483992066,1
1344091687996555265,0
1344091408328699906,0
1344090697784287235,0
1344090650048749568,1
1344088828794052609,0
1344086353504563200,0
1344086342108516352,1
1344086311548891136,0
1344084987528708096,1
1344082698311233537,0
1344082593961050113,1
1344082427845750789,0
1344080310967926784,0
1344080192923430912,1
1344079779717373956,1
1344079312560001026,0
1344077941404270592,0
1344077862849097729,0
1344077853453901825,0
1344077832842985472,0
1344077365866082304,0
1344077334182289411,1
1344075924040544258,1
1344075923105193984,1
1344075620418908161,0
1344075466534170626,1
1344074808796078081,1
1344073680264028160,0
1344072331325566977,0
1344071678876413953,1
1344070288393216001,0
1344070216700067840,0
1344069234989666316,1
1344068921452863494,0
1344066787680407552,0
1344066670567043074,0
1344065774110052359,0
1344065326338732033,0
1344065146658971653,1
1344064820073484289,0
1344064563482927104,0
1344064339641303042,0
1344061865291358208,0
1344061294257696768,0
1344060638025420801,0
1344058061477072897,0
1344057678935580673,0
1344057301154467840,1
1344056867056709637,0
1344056720448958465,0
1344055170557071360,1
1344050365482725377,0
1344050267927547904,0
1344049996958752769,0
1344049065860993025,0
1344047801571844101,0
1344044578941370374,1
1344042881636560897,0
1344042803765129216,0
1344040585150287873,0
1344040241959559169,0
1344039081836212225,0
1344037636432916481,0
1344036890698276865,0
1344036809374838788,0
1344032702459224064,0
1344032648830791680,0
1344031907462443009,1
1344031882581827584,0
1344030632796631040,0
1344030561606787073,0
1344030491708678147,0
1344027417539702785,0
1344026505878376448,0
1344026306745303041,0
1344025423814877185,0
1344023906173247488,0
1344023729718738944,0
1344021439092060160,0
1344021310008143880,0
1344021306715549709,0
1344021118278127618,0
1344021099684786177,0
1344021090079821833,0
1344021084941635584,0
1344020336619216897,0
1344016425413914627,0
1344016048442507265,0
1344014046367010824,0
1344014043615535104,0
1344010771412430850,0
1344010762264707075,0
1344006882319609858,0
1344006843702497280,0
1344006783283720193,0
1344006693785632773,0
1344006690400854021,0
1344005228530569216,0
1344005225959596036,0
1344004389963522050,0
1344004170534309898,0
1344004145431379968,0
1344003612440190976,1
1344002749776748550,0
1344002269856067585,0
1344001887612375040,0
1344001834160107520,0
1343999700219830273,0
1343999690438811648,0
1343996577770328076,1
1343995192341372928,0
1343995183243866116,0
1343994106532392961,0
1343994095396655104,0
1343993439696908292,0
1343992976498774016,0
1343989984265719809,0
1343988856757092355,0
1343988837203247105,0
1343988652876197889,0
1343988077103116289,0
1343987733954486274,0
1343986224797782018,0
1343985311320317952,1
1343981882808160262,0
1343980778246516737,0
1343980468031680512,1
1343979845320110080,0
1343979698343342084,0
1343979645574803457,0
1343978977459920907,0
1343977488687517696,0
1343975722470289409,0
1343974106270752769,0
1343973476961570818,0
1343973229224976388,0
1343972984269242374,0
1343972904074178561,1
1343971385576718336,0
1343970159497719808,0
1343969415805726721,0
1343969414262247425,0
1343969266719027200,0
1343969256262668289,0
1343968343359893505,0
1343968217174257665,0
1343968211356696581,0
1343966745778786304,0
1343965551442460673,0
1343965507674910720,0
1343964825559453706,0
1343964821558059008,0
1343964325116071936,1
1343964308577923072,0
1343964296330563585,0
1343962802202038274,0
1343962798372450306,0
1343961389203771393,0
1343960943399739392,0
1343958861976371207,0
1343956725125279745,1
1343956204993847298,0
1343956203345477632,0
1343956145623461892,0
1343955298843832323,0
1343952409626882049,0
1343951047744749571,0
1343950741774413831,0
1343949904272613376,1
1343948086801027074,1
1343947939979399169,0
1343944756578160640,1
1343944508464099328,0
1343944252540284928,0
1343943013660299265,0
1343941105059061763,0
1343939791109369856,1
1343939448283811843,1
1343939309880168449,1
1343938582084530179,0
1343935217879445508,0
1343931614812729345,0
1343931539047010308,0
1343931287858524162,1
1343931093536411656,1
1343930445931700224,1
1343929565056397312,0
1343929026398867461,0
1343928806273413120,0
1343928218378764288,0
1343927909023690752,0
1343927302296641536,0
1343927257295802368,1
1343924276806750210,0
1343922519070355459,0
1343920153969500161,0
1343919821180776451,1
1343919318686441475,1
1343916818944192512,0
1343909300239011840,0
1343907554905235459,0
1343905692701372422,0
1343905573033684992,0
1343904747854639104,1
1343904400620838912,0
1343903691766640640,0
1343903233333473281,0
1343902854642360320,0
1343899112526262278,0
1343891009386778624,1
1343888087294701575,1
1343871630628560896,0
1343870387273269248,0
1343870284525432832,1
1343865402552684544,1
1343856170201731072,1
1343851104707047426,1
1343850670454136832,1
1343842372229197825,1
1343836819578904581,0
1343835073456398337,0
1343830266540748807,1
1343824244619309056,1
1343821424339742720,0
1343820940036202496,1
1343816346954559488,1
1343812734752735233,0
1343811538151477249,1
1343809941983944705,0
1343797380047544320,0
1343795101982748672,0
1343790850980110338,1
1343788888540782592,1
1343788390634774528,0
1343786646181855232,1
1343785150543441921,1
1343784044257968129,0
1343783338247663617,1
1343774587557974018,0
1343774283990896641,0
1343771113336221698,0
1343769998825811969,0
1343764267120676864,0
1343761748323516417,1
1343760934897070081,0
1343760840332353536,1
1343759936065400832,0
1343759935436288000,0
1343759452130852865,0
1343756972450050048,1
1343756829030023168,1
1343752850778820609,0
1343752286632357891,1
1343752011205009408,0
1343750541780783104,0
1343748737483513857,0
1343747291362910208,1
1343745004066504705,0
1343744840043999233,1
1343744051816742912,1
1343741371446865921,0
1343740913563131908,0
1343740781731844096,1
1343740319981064192,1
1343738472474038275,0
1343737204418502656,1
1343736201099042818,0
1343735209955622918,0
1343735209758482436,0
1343734805326929923,0
1343734331051802626,0
1343733489263390720,1
1343731984879808515,1
1343730720070488065,1
1343728151520628737,0
1343727838705414150,0
1343727817033478144,1
1343722638108200966,1
1343722540905213954,0
1343722405852798976,1
1343719241027973121,1
1343717482956251140,0
1343717065765613570,0
1343714382329634821,0
1343713385742012417,0
1343713125212688384,1
1343710902458212352,1
1343708420319436807,0
1343705940202283012,0
1343704203282231301,0
1343703324256731136,0
1343701006627049474,0
1343699879772635137,0
1343699486862929920,0
1343698159990661120,0
1343696988114710530,0
1343694043646197761,1
1343693069217107968,0
1343692792959299584,1
1343692128619266049,0
1343691991025143809,0
1343691906585403392,1
1343691818937032706,0
1343691566968397826,0
1343691287418048521,0
1343689669041676288,0
1343689383531180037,0
1343686969558249480,0
1343686843120943105,0
1343686826314358784,0
1343684790877241344,0
1343683310174793729,0
1343683222962581505,0
1343683170403721216,0
1343682513911296001,1
1343682404486148102,0
1343678473232134144,0
1343677999711973376,0
1343677991264649218,0
1343677825069412352,0
1343676176686927875,0
1343675644887126024,0
1343675578700980226,0
1343675062923087872,0
1343673762923819008,0
1343671582577856524,0
1343671523303948293,1
1343670041611530244,0
1343670040030306304,0
1343669763562758145,1
1343669533924601857,0
1343669216411607041,0
1343667668499525638,0
1343667599905759232,0
1343667596059668480,0
1343666985830383623,1
1343665306636578821,0
1343664547769548808,1
1343664477686870022,0
1343663344402763782,0
1343662158945501185,0
1343661843273949187,1
1343659508111974406,0
1343659438947905536,0
1343659429909196800,0
1343657613326770181,0
1343655847881269248,0
1343653095604178945,1
1343652581097185280,0
1343651826051252224,0
1343651824880926722,0
1343651490582421506,0
1343650532418793472,1
1343650297709797376,0
1343649888198946816,0
1343648555152461824,0
1343647410917150722,0
1343647001376780288,1
1343645995830226945,0
1343645110521769984,1
1343643879015329795,0
1343643810593705985,0
1343643618960138248,0
1343643592229851141,1
1343643291447865344,0
1343641324281458688,0
1343641039702208514,0
1343639352497332226,0
1343638269901352962,0
1343638186971394049,0
1343638139525619714,0
1343637784196755461,0
1343637223212797952,0
1343636310993485824,0
1343634995664052225,0
1343633021359054851,0
1343632354145927168,0
1343632091297193984,0
1343630346580094978,0
1343630232369164295,0
1343630061010825226,0
1343630056036380673,0
1343629844370829312,0
1343629178969710597,1
1343628418248749057,0
1343627463696539650,0
1343627266643927041,1
1343626534062608385,1
1343625219160891396,0
1343623694900293632,0
1343623554089115648,0
1343623127499235329,0
1343622159642456066,1
1343620599990657026,0
1343619834224013312,0
1343618679716651010,0
1343618393102901248,0
1343617940906766338,0
1343617659070521344,0
1343617657099210766,0
1343617582042132484,0
1343616157589377026,0
1343615988005277698,0
1343615796828749826,1
1343614658612224004,0
1343614581244100609,0
1343614391489613829,0
1343613686116732928,0
1343613181793624064,0
1343613052558528512,1
1343612942189813760,0
1343612152100352008,0
1343612142541561856,0
1343610637172269056,0
1343610444150235136,0
1343610406242295808,0
1343609521290309632,0
1343608769998106629,0
1343608220443672576,0
1343606580923666432,0
1343605885957005312,1
1343604372756959234,1
1343603667081969666,1
1343601249543843847,1
1343599737035878412,0
1343599445129179136,0
1343599222457847809,0
1343597918394052614,0
1343597803113746432,1
1343597800181788679,0
1343596978308063233,0
1343594717112635392,0
1343594018480001024,0
1343593792373469185,0
1343593609484890112,0
1343591485393018886,0
1343590993069793280,0
1343590962422013957,1
1343590410996760577,1
1343589852558852096,0
1343589525646237697,1
1343589518897659909,0
1343589452271267843,0
1343588351224414209,0
1343588331641311239,0
1343588021371854854,1
1343587816073293827,0
1343587618500587520,0
1343585960974557185,0
1343585775108108288,0
1343585192234115076,0
1343584948318420992,0
1343584341037887494,0
1343584331286110209,0
1343583653943762946,0
1343582139502243844,1
1343580839146385408,1
1343580015007510529,0
1343579983114100737,0
1343576306240413697,0
1343575475139047427,0
1343574027521183744,0
1343572266613936128,0
1343572259940651009,0
1343571836634886147,1
1343570867247316993,0
1343569702195507201,1
1343568470131286025,0
1343563126327947266,0
1343561713938018305,0
1343560439440007168,0
1343558146686652419,0
1343557700106383360,1
1343557254407077889,0
1343556661965967364,0
1343556355903385602,0
1343556018488418306,0
1343553177250103302,0
1343552928188084228,1
1343550063868583938,0
1343548823147315201,0
1343545715549597697,1
1343545112828121090,0
1343544508475191296,0
1343542677317459968,1
1343540555498868740,1
1343539952676708352,0
1343539207957049350,0
1343537411322687488,1
1343533878179471360,0
1343533435961430017,1
1343532091867357185,1
1343531953132331009,1
1343531702874988546,1
1343530913532153863,1
1343530192019533827,0
1343526447588192257,0
1343513116919914496,0
1343510936712310785,1
1343509378163482624,1
1343500785720696833,1
1343496048233369601,0
1343491899466936326,0
1343490540390805504,1
1343486224007385091,0
1343481863021670400,0
1343466713388609536,0
1343453107049562114,1
1343443794922975232,0
1343439212348112897,1
1343438251114291200,0
1343432024124743680,1
1343431439354888193,0
1343423748117057538,0
1343423635827126272,1
1343419448443641856,1
1343418296612380672,0
1343408618901708801,1
1343404909744386048,1
1343402320315392001,1
1343394413855322112,1
1343390398807298049,0
1343389975166021633,0
1343388051091943427,0
1343386059900559363,0
1343385853473730560,0
1343384425208442880,1
1343381390134554624,1
1343379692175437826,1
1343377873961418753,1
1343372862246113280,1
1343372493407436801,1
1343368900998623232,0
1343367511870337024,1
1343365013034119174,1
1343359899816714241,1
1343359414636605443,0
1343357319854379008,0
1343356296142200833,0
1343351868592947203,1
1343348699351506944,0
1343347913464946688,1
1343345505154322433,0
1343345074386644993,0
1343341946190917632,0
1343340238287101954,1
1343338610653876224,1
1343337554037403651,0
1343330689324822532,0
1343329533072732163,0
1343327386494881793,0
1343324026794598400,0
1343323964597297152,0
1343318118228258816,1
1343317254801391617,1
1343314728769077249,0
1343314001770504193,1
1343313334448259072,0
1343308434364624900,0
1343304489751625729,0
1343302492852019201,0
1343301229775097857,1
1343300826199019521,1
1343300048667422720,0
1343299647310331905,1
1343298596964356096,0
1343297384466571266,0
1343295731730419713,1
1343295247632228356,1
1343294492766588934,0
1343293634532163584,1
1343292453349036032,0
1343292143377346560,1
1343289966671978498,1
1343286904398163969,0
1343279727621013504,0
1343279346643918848,0
1343278410060222465,0
1343275768323989506,0
1343274720272261120,0
1343274567469416448,0
1343272478823514112,0
1343272008662978561,1
1343271327810072579,0
1343268851593539584,0
1343266711521406976,0
1343263211966132227,0
1343262591624368134,1
1343260101046652929,1
1343259786490634240,1
1343259073458929666,0
1343259072569647105,0
1343257972466733058,0
1343257949079273473,0
1343257579737280513,0
1343257563484332036,1
1343257480906895361,0
1343257325042364417,0
1343257322525777925,0
1343256666477907970,0
1343256553097318400,0
1343256398474309632,0
1343256394154319875,0
1343256161856811009,0
1343256061793488898,0
1343254182610915328,1
1343253282093989889,0
1343249499783880706,1
1343244579164852224,0
1343239068344315905,0
1343237879435128832,1
1343237506829963264,1
1343237495992037378,1
1343233620765503489,0
1343228569099636737,1
1343225326344650760,1
1343223930799194115,1
1343223766382362629,1
1343221889745866758,1
1343217738152464390,1
1343213227979792386,0
1343211925375631361,1
1343210210245001218,1
1343209667418189824,1
1343203199658950656,1
1343198718682488838,0
1343195866471907334,0
1343195831034372096,0
1343191066426667009,1
1343191059959062528,1
1343189682872582146,1
1343186209393270784,1
1343185508621570051,0
1343180684454748160,1
1343173145692409856,0
1343157833659985921,1
1343156499204325376,1
1343149966240440320,1
1343133497775558660,1
1343128120132587520,0
1343123782639079424,0
1343112676436631553,0
1343111030654820353,1
1343108685426548736,1
1343107670429978624,0
1343107477160800256,1
1343106274670608384,1
1343096272270462976,0
1343094822345854976,0
1343093820838166530,0
1343090707263844353,0
1343087972099317760,0
1343086697232424960,0
1343083169092755456,0
1343079204653395968,0
1343067731441147904,1
1343065429997203456,0
1343058727234990081,1
1343038583188324352,0
1343035170862092288,1
1343035155359789057,1
1343026881046704129,0
1343011742817906689,0
1343006846060265472,1
1342995849564069888,1
1342992313392369664,1
1342989890863116288,0
1342989480060477441,1
1342984594660839424,1
1342981939783983110,1
1342980892495667205,1
1342977358127628289,1
1342967700054749185,0
1342966948519243778,0
1342964742806245377,0
1342959958225281026,0
1342949766137831425,0
1342946515229302787,0
1342946173024350209,0
1342945583116513280,0
1342944272740397057,1
1342943132632100865,0
1342941880980545536,1
1342940672513495043,1
1342939598515650560,1
1342935588903809025,0
1342931630223192070,0
1342926164982177794,1
1342921860556541952,0
1342915004287176705,0
1342902759264174080,1
1342902265988796421,1
1342901321159090178,0
1342900532986347520,0
1342899821741547523,1
1342899440458338306,0
1342894906696585216,1
1342892919775223811,1
1342890383928303616,1
1342888363125313543,0
1342886190052077576,1
1342882734943961089,1
1342881846846255109,1
1342874894766387200,1
1342873342165049346,0
1342872440850980865,1
1342871258883616768,1
1342870763972472832,0
1342870056724811776,0
1342869473406042115,1
1342862901221203969,1
1342859353255272448,0
1342854035641143301,1
1342845201237291011,0
1342842651503030274,0
1342837341073846282,1
1342831678750818305,0
1342820374275379202,1
1342817268712005632,1
1342811387458953216,1
1342804818289713162,1
1342796407477039104,1
1342795618473955329,1
1342793631581827072,0
1342778722974396416,0
1342768603767033862,1
1342768320769007618,0
1342763107442065408,0
1342760972008579072,1
1342759663184523265,0
1342746318159163392,0
1342745992299483136,0
1342735098165166080,0
1342731020630589440,1
1342724107973124096,1
1342719642955960323,0
1342708864421146624,0
1342706174689497089,0
1342695791845109761,0
1342693193016459265,1
1342689008535539713,1
1342686029447274496,0
1342681243561775105,1
1342675541619580928,1
1342673592606195712,0
1342671405666729985,0
1342658051329814530,1
1342656261939228673,0
1342656190430519297,0
1342649883044548611,1
1342649484061396993,0
1342647297377775617,1
1342642741927432195,1
1342642434606555139,0
1342642368072142849,0
1342640568942424065,0
1342639866295664641,1
1342634408185110530,0
1342631912540692481,0
1342622908468879368,1
1342622858246291456,0
1342618368310992896,1
1342617390945865728,0
1342616692317368320,1
1342615235677585410,1
1342610962914955265,1
1342609019349950469,1
1342608149862359043,0
1342605389339254784,1
1342600246854119425,0
1342592203273678848,0
1342589892807811075,0
1342585603825618944,1
1342580603884023810,1
1342575604261130244,0
1342569787768012801,1
1342564824182448129,1
1342559880972914688,1
1342556600805040129,1
1342556081931902976,1
1342547906889478144,1
1342545804888829955,1
1342541471191326721,0
1342533514059649029,1
1342532726893764608,0
1342530936064385026,0
1342529765719339013,1
1342522948641558530,1
1342522260733657090,1
1342517603366023168,0
1342517367251886081,1
1342509422854066177,0
1342507260367532033,0
1342500539414814720,1
1342496699231723523,0
1342488752002801671,1
1342488374817353728,0
1342465939799998464,1
1342455397483999234,1
1342438331267895297,1
1342428794313973761,1
1342425491416870912,0
1342418092719304705,1
1342415813333184512,1
1342407846164639745,0
1342397089792155648,1
1342395315761131520,0
1342371093718437890,0
1342370588015267841,0
1342364331024011264,0
1342361791419068416,0
1342352371528003585,1
1342346960313978885,1
1342340513001840648,1
1342325045759102977,1
1342323431103029248,1
1342323392888893440,1
1342323368624680961,1
1342321914153299968,1
1342318309455368194,0
1342318247840985089,0
1342312548641726464,1
1342311468361003010,0
1342310642800336897,0
1342304822020743169,0
1342303332103315456,1
1342294953829941248,1
1342292308398460928,0
1342291154595848194,0
1342290952816373765,0
1342287638376550400,1
1342287354766176256,0
1342285245392039938,0
